patent_id	citation_sequence	citation_patent_id	citation_date	record_name	wipo_kind	citation_category
10000781	6	5945312	1999-08-01	Goodman et al.	A	cited by applicant
10000781	10	6033881	2000-03-01	Himmler et al.	A	cited by applicant
10000781	14	6440706	2002-08-01	Vogelstein et al.	B1	cited by applicant
10000781	16	6929915	2005-08-01	Benkovic et al.	B2	cited by applicant
10000781	17	7723031	2010-05-01	Benkovic et al.	B2	cited by applicant
10000781	19	7824889	2010-11-01	Vogelstein et al.	B2	cited by applicant
10000781	20	7906279	2011-03-01	Benkovic et al.	B2	cited by applicant
10000781	21	7915015	2011-03-01	Vogelstein et al.	B2	cited by applicant
10000781	22	7985565	2011-07-01	Mayer et al.	B2	cited by applicant
10000781	23	8124342	2012-02-01	Benkovic et al.	B2	cited by applicant
10000781	24	8129116	2012-03-01	Benkovic et al.	B2	cited by applicant
10000781	25	8137913	2012-03-01	Benkovic et al.	B2	cited by applicant
10000781	26	8143008	2012-03-01	Kawashima et al.	B2	cited by applicant
10000781	27	8241851	2012-08-01	Benkovic et al.	B2	cited by applicant
10000781	28	8361718	2013-01-01	Benkovic et al.	B2	cited by applicant
10000781	29	8389216	2013-03-01	Benkovic et al.	B2	cited by applicant
10000781	30	8652810	2014-02-01	Adessi et al.	B2	cited by applicant
10000781	31	8673561	2014-03-01	Benkovic et al.	B2	cited by applicant
10000781	32	8759000	2014-06-01	Benkovic et al.	B2	cited by applicant
10000781	33	8765374	2014-07-01	Benkovic et al.	B2	cited by applicant
10006036	21	8124411	2012-02-01	Akula et al.	B2	cited by applicant
10006036	22	8395020	2013-03-01	Rout et al.	B2	cited by applicant
10006036	23	8513016	2013-08-01	Rout et al.	B2	cited by applicant
10006036	24	8581035	2013-11-01	Rout	B2	cited by applicant
10006036	26	8847009	2014-09-01	Rout	B2	cited by applicant
10006036	27	8853488	2014-10-01	Rout et al.	B2	cited by applicant
10006086	3	5861251	1999-01-01	Park et al.	A	cited by applicant
10006086	6	8663925	2014-03-01	Kurkela et al.	B2	cited by applicant
10006086	7	9416417	2016-08-01	Kurkela et al.	B2	cited by applicant
10006086	8	9422604	2016-08-01	Tuunanen et al.	B2	cited by applicant
10006861	6	4683202	1987-07-01	Mullis	A	cited by applicant
10006861	8	4902624	1990-02-01	Columbus et al.	A	cited by applicant
10006861	29	5656493	1997-08-01	Mullis	A	cited by applicant
10006861	31	5681741	1997-10-01	Atwood et al.	A	cited by applicant
10006861	38	5928880	1999-07-01	Wilding	A	cited by applicant
10006861	39	5928907	1999-07-01	Woudenberg et al.	A	cited by applicant
10006861	42	5972716	1999-10-01	Ragusa et al.	A	cited by applicant
10006861	48	6174670	2001-01-01	Wittwer	B1	cited by applicant
10006861	51	6303343	2001-10-01	Kopf-Sill	B1	cited by applicant
10006861	68	6814934	2004-11-01	Higuchi	B1	cited by applicant
10010888	5	5750338	1998-05-01	Collins et al.	A	cited by applicant
10010888	32	7323140	2008-01-01	Handique et al.	B2	cited by applicant
10010888	59	7998708	2011-08-01	Handique et al.	B2	cited by applicant
10010888	81	8273308	2012-09-01	Handique et al.	B2	cited by applicant
10010888	86	8323900	2012-12-01	Handique et al.	B2	cited by applicant
10010888	97	8470586	2013-06-01	Wu et al.	B2	cited by applicant
10010888	108	8709787	2014-04-01	Handique	B2	cited by applicant
10010888	111	8852862	2014-10-01	Wu et al.	B2	cited by applicant
10010888	113	9050594	2015-06-01	Williams et al.	B2	cited by applicant
10010888	114	9101930	2015-08-01	Williams et al.	B2	cited by applicant
10010888	117	9339812	2016-05-01	Williams et al.	B2	cited by applicant
10011868	0	9175340	2015-11-01	Liu et al.	B2	cited by applicant
10011869	0	8318434	2012-11-01	Cuppens	B2	cited by applicant
10017803	6	5945312	1999-08-01	Goodman et al.	A	cited by applicant
10017803	10	6033881	2000-03-01	Himmler et al.	A	cited by applicant
10017803	14	6440706	2002-08-01	Vogelstein et al.	B1	cited by applicant
10017803	16	6929915	2005-08-01	Benkovic et al.	B2	cited by applicant
10017803	17	7723031	2010-05-01	Benkovic et al.	B2	cited by applicant
10017803	19	7824889	2010-11-01	Vogelstein et al.	B2	cited by applicant
10017803	20	7906279	2011-03-01	Benkovic et al.	B2	cited by applicant
10017803	21	7915015	2011-03-01	Vogelstein et al.	B2	cited by applicant
10017803	22	7985565	2011-07-01	Mayer et al.	B2	cited by applicant
10017803	23	8124342	2012-02-01	Benkovic et al.	B2	cited by applicant
10017803	24	8129116	2012-03-01	Benkovic et al.	B2	cited by applicant
10017803	25	8137913	2012-03-01	Benkovic et al.	B2	cited by applicant
10017803	26	8143008	2012-03-01	Kawashima et al.	B2	cited by applicant
10017803	27	8241851	2012-08-01	Benkovic et al.	B2	cited by applicant
10017803	28	8361718	2013-01-01	Benkovic et al.	B2	cited by applicant
10017803	29	8389216	2013-03-01	Benkovic et al.	B2	cited by applicant
10017803	30	8652810	2014-02-01	Adessi et al.	B2	cited by applicant
10017803	31	8673561	2014-03-01	Benkovic et al.	B2	cited by applicant
10017803	32	8759000	2014-06-01	Benkovic et al.	B2	cited by applicant
10017803	33	8765374	2014-07-01	Benkovic et al.	B2	cited by applicant
10017811	0	5582989	1996-12-01	Caskey et al.	A	cited by applicant
10017811	2	5882856	1999-03-01	Shuber et al.	A	cited by applicant
10017811	3	6207372	2001-03-01	Shuber	B1	cited by applicant
10017811	6	7118867	2006-10-01	Tabiti et al.	B2	cited by applicant
10017811	10	8323897	2012-12-01	Andersen et al.	B2	cited by applicant
10017812	7	6001611	1999-12-01	Will	A	cited by applicant
10017812	10	6143496	2000-11-01	Brown et al.	A	cited by applicant
10017812	15	6440706	2002-08-01	Vogelstein et al.	B1	cited by applicant
10017812	28	7414118	2008-08-01	Mullah et al.	B1	cited by applicant
10017812	51	8825412	2014-09-01	Rabinowitz et al.	B2	cited by applicant
10018626	59	9347938	2016-05-01	Siciliano et al.	B2	cited by applicant
10023921	6	7288643	2007-10-01	Barbour et al.	B2	cited by applicant
10023921	7	7417132	2008-08-01	Barbour et al.	B2	cited by applicant
10023921	8	7435807	2008-10-01	Barbour et al.	B1	cited by applicant
10023921	9	7449564	2008-11-01	Barbour et al.	B2	cited by applicant
10023921	10	7514544	2009-04-01	Barbour et al.	B2	cited by applicant
10023921	11	7989607	2011-08-01	Barbour et al.	B2	cited by applicant
10030045	0	4683195	1987-07-01	Mullis et al.	A	cited by applicant
10030045	1	4683202	1987-07-01	Mullis	A	cited by applicant
10030045	3	6277605	2001-08-01	Wijnhoven et al.	B1	cited by applicant
10030045	9	8034568	2011-10-01	Kum et al.	B2	cited by applicant
10030263	0	8048626	2011-11-01	Hassibi et al.	B2	cited by applicant
10036059	0	6033851	2000-03-01	Akio	A	cited by applicant
10036059	5	9284602	2016-03-01	Zhang et al.	B2	cited by applicant
10036060	3	4683194	1987-07-01	Saiki et al.	A	cited by applicant
10036060	4	4683195	1987-07-01	Mullis et al.	A	cited by applicant
10036060	19	5554516	1996-09-01	Kacian et al.	A	cited by applicant
10036060	21	5654142	1997-08-01	Kievits et al.	A	cited by applicant
10036060	33	6794141	2004-09-01	Erlander et al.	B2	cited by applicant
10036062	0	4683195	1987-07-01	Mullis et al.	A	cited by applicant
10036062	1	4683202	1987-07-01	Mullis	A	cited by applicant
10036062	4	6485903	2002-11-01	Mayrand	B1	cited by applicant
10036062	5	6569627	2003-05-01	Wittwer et al.	B2	cited by applicant
10036062	6	7205105	2007-04-01	Afonina et al.	B2	cited by applicant
10040071	40	5585242	1996-12-01	Bouma et al.	A	cited by applicant
10040071	46	5656493	1997-08-01	Mullis et al.	A	cited by applicant
10040071	58	5827480	1998-10-01	Haff et al.	A	cited by applicant
10040071	68	6015674	2000-01-01	Woudenber et al.	A	cited by applicant
10040071	109	6814934	2004-11-01	Higuchi	B1	cited by applicant
10040071	121	7008789	2006-03-01	Gambini et al.	B2	cited by applicant
10040071	125	7148043	2006-12-01	Kordunsky et al.	B2	cited by applicant
10040071	157	8133703	2012-03-01	Ching et al.	B2	cited by applicant
10040071	159	8372340	2013-02-01	Bird et al.	B2	cited by applicant
10041062	5	5750338	1998-05-01	Collins et al.	A	cited by applicant
10041062	29	7323140	2008-01-01	Handique et al.	B2	cited by applicant
10041062	47	7998708	2011-08-01	Handique et al.	B2	cited by applicant
10041062	67	8273308	2012-09-01	Handique et al.	B2	cited by applicant
10041062	71	8323900	2012-12-01	Handique et al.	B2	cited by applicant
10041062	80	8470586	2013-06-01	Wu et al.	B2	cited by applicant
10041062	88	8709787	2014-04-01	Handique	B2	cited by applicant
10041062	89	9101930	2015-08-01	Williams et al.	B2	cited by applicant
10041117	6	4683194	1987-07-01	Saiki et al.	A	cited by applicant
10041117	7	4683202	1987-07-01	Mullis	A	cited by applicant
10041117	11	5079352	1992-01-01	Gelfand et al.	A	cited by applicant
10041117	16	5200314	1993-04-01	Urdea	A	cited by applicant
10041117	25	5436149	1995-07-01	Barnes	A	cited by applicant
10041117	30	5487972	1996-01-01	Gelfand et al.	A	cited by applicant
10041117	33	5512462	1996-04-01	Cheng	A	cited by applicant
10041117	36	5565322	1996-10-01	Heller	A	cited by applicant
10041117	38	5578467	1996-11-01	Schuster et al.	A	cited by applicant
10041117	41	5593840	1997-01-01	Bhatnagar et al.	A	cited by applicant
10041117	44	5595890	1997-01-01	Newton et al.	A	cited by applicant
10041117	47	5614365	1997-03-01	Tabor et al.	A	cited by applicant
10041117	49	5646019	1997-07-01	Nielson et al.	A	cited by applicant
10041117	55	5773257	1998-06-01	Nielson et al.	A	cited by applicant
10041117	59	5866336	1999-02-01	Nazarenko et al.	A	cited by applicant
10041117	60	5869251	1999-02-01	Schuster et al.	A	cited by applicant
10041117	63	5912148	1999-06-01	Eggerding	A	cited by applicant
10041117	69	6015668	2000-01-01	Hughes et al.	A	cited by applicant
10041117	72	6090552	2000-07-01	Nazarenko et al.	A	cited by applicant
10041117	73	6117635	2000-09-01	Nazarenko et al.	A	cited by applicant
10041117	75	6130038	2000-10-01	Becker	A	cited by examiner
10041117	77	6174670	2001-01-01	Wittwer et al.	B1	cited by applicant
10047394	4	5200314	1993-04-01	Urdea	A	cited by applicant
10047394	56	6440706	2002-08-01	Vogelstein et al.	B1	cited by applicant
10047394	71	6753147	2004-06-01	Vogelstein et al.	B2	cited by applicant
10047394	73	6849404	2005-02-01	Park et al.	B2	cited by applicant
10047394	75	6858412	2005-02-01	Willis et al.	B2	cited by applicant
10047394	85	7824889	2010-11-01	Vogelstein et al.	B2	cited by applicant
10047394	86	7915015	2011-03-01	Vogelstein et al.	B2	cited by applicant
10047394	87	7985546	2011-07-01	Church et al.	B2	cited by applicant
10047394	91	8298767	2012-10-01	Brenner et al.	B2	cited by applicant
10047394	97	8535889	2013-09-01	Larson et al.	B2	cited by applicant
10047394	98	8563274	2013-10-01	Brenner et al.	B2	cited by applicant
10047394	100	8679756	2014-03-01	Brenner et al.	B1	cited by applicant
10047394	106	8835358	2014-09-01	Fodor et al.	B2	cited by applicant
10047394	107	8841071	2014-09-01	Link	B2	cited by applicant
10047394	110	9228229	2016-01-01	Olson et al.	B2	cited by applicant
10047394	111	9290808	2016-03-01	Fodor et al.	B2	cited by applicant
10047394	112	9290809	2016-03-01	Fodor et al.	B2	cited by applicant
10052632	9	5210015	1993-05-01	Gelfand et al.	A	cited by applicant
10052632	11	5605798	1997-02-01	Koester	A	cited by applicant
10052632	12	5637469	1997-06-01	Wilding et al.	A	cited by applicant
10052632	18	5912148	1999-06-01	Eggerding	A	cited by applicant
10052632	20	6043031	2000-03-01	Koester et al.	A	cited by applicant
10052632	21	6130073	2000-10-01	Eggerding	A	cited by applicant
10052632	24	6303343	2001-10-01	Kopf-Sill	B1	cited by applicant
10052632	28	6391559	2002-05-01	Brown et al.	B1	cited by applicant
10052632	35	6524830	2003-02-01	Kopf-Sill	B2	cited by applicant
10052632	49	7108974	2006-09-01	Ecker et al.	B2	cited by applicant
10052632	50	7115400	2006-10-01	Adessi et al.	B1	cited by applicant
10052632	56	7323305	2008-01-01	Leamon et al.	B2	cited by applicant
10052632	59	7439014	2008-10-01	Pamula et al.	B2	cited by applicant
10052632	61	7459315	2008-12-01	Brown	B2	cited by applicant
10052632	62	7622076	2009-11-01	Davies et al.	B2	cited by applicant
10052632	63	7629124	2009-12-01	Hasson et al.	B2	cited by applicant
10052632	66	7799553	2010-09-01	Mathies et al.	B2	cited by applicant
10052632	68	7824889	2010-11-01	Vogelstein et al.	B2	cited by applicant
10052632	71	7842457	2010-11-01	Berka et al.	B2	cited by applicant
10052632	75	7972778	2011-07-01	Brown et al.	B2	cited by applicant
10052632	76	8017322	2011-09-01	Ecker et al.	B2	cited by applicant
10052632	77	8017743	2011-09-01	Ecker et al.	B2	cited by applicant
10053726	0	6387621	2002-05-01	Wittwer	B1	cited by applicant
10053726	4	8394608	2013-03-01	Ririe et al.	B2	cited by applicant
10053728	0	6143496	2000-11-01	Brown et al.	A	cited by applicant
10053728	4	8394608	2013-03-01	Ririe	B2	cited by examiner
10053730	18	7835871	2010-11-01	Kain et al.	B2	cited by applicant
10053730	19	8244479	2012-08-01	Kain et al.	B2	cited by applicant
10053730	20	8412467	2013-04-01	Kain et al.	B2	cited by applicant
10053730	21	8914241	2014-12-01	Kain et al.	B2	cited by applicant
10053730	22	9121063	2015-09-01	Kain	B2	cited by examiner
10058868	3	5876924	1999-03-01	Zhang et al.	A	cited by applicant
10058868	4	5888723	1999-03-01	Sutton et al.	A	cited by applicant
10058868	6	6143496	2000-11-01	Brown et al.	A	cited by applicant
10058868	15	8394608	2013-03-01	Ririe et al.	B2	cited by applicant
10059928	0	8623628	2014-01-01	Ost et al.	B2	cited by applicant
10059928	1	9273352	2016-03-01	Smith et al.	B2	cited by applicant
10059984	1	5691142	1997-11-01	Dahlberg et al.	A	cited by applicant
10059984	3	6333159	2001-12-01	Barnes et al.	B1	cited by applicant
10059991	4	5200314	1993-04-01	Urdea	A	cited by applicant
10059991	56	6440706	2002-08-01	Vogelstein et al.	B1	cited by applicant
10059991	71	6753147	2004-06-01	Vogelstein et al.	B2	cited by applicant
10059991	73	6849404	2005-02-01	Park et al.	B2	cited by applicant
10059991	75	6858412	2005-02-01	Willis et al.	B2	cited by applicant
10059991	85	7824889	2010-11-01	Vogelstein et al.	B2	cited by applicant
10059991	86	7915015	2011-03-01	Vogelstein et al.	B2	cited by applicant
10059991	87	7985546	2011-07-01	Church et al.	B2	cited by applicant
10059991	91	8298767	2012-10-01	Brenner et al.	B2	cited by applicant
10059991	97	8535889	2013-09-01	Larson et al.	B2	cited by applicant
10059991	98	8563274	2013-10-01	Brenner et al.	B2	cited by applicant
10059991	100	8679756	2014-03-01	Brenner et al.	B1	cited by applicant
10059991	106	8835358	2014-09-01	Fodor et al.	B2	cited by applicant
10059991	107	8841071	2014-09-01	Link	B2	cited by applicant
10059991	110	9228229	2016-01-01	Olson et al.	B2	cited by applicant
10059991	111	9290808	2016-03-01	Fodor et al.	B2	cited by applicant
10059991	112	9290809	2016-03-01	Fodor et al.	B2	cited by applicant
10065190	12	9566582	2017-02-01	Buse et al.	B2	cited by applicant
10066259	0	4683195	1987-07-01	Mullis et al.	A	cited by applicant
10066259	1	4683202	1987-07-01	Mullis	A	cited by applicant
10066259	19	5942391	1999-08-01	Zhang	A	cited by examiner
10066259	28	6197508	2001-03-01	Stanley	B1	cited by applicant
10066259	53	6858412	2005-02-01	Willis et al.	B2	cited by applicant
10066259	63	7115400	2006-10-01	Adessi et al.	B1	cited by applicant
10066259	73	7323305	2008-01-01	Leamon et al.	B2	cited by applicant
10066259	84	7700323	2010-04-01	Willis et al.	B2	cited by applicant
10066259	89	7835871	2010-11-01	Kain et al.	B2	cited by applicant
10066259	90	7862999	2011-01-01	Zheng et al.	B2	cited by applicant
10066259	96	7993880	2011-08-01	Willis et al.	B2	cited by applicant
10066263	3	5677152	1997-10-01	Birch et al.	A	cited by applicant
10066263	5	5773258	1998-06-01	Birch et al.	A	cited by applicant
10066263	7	5804375	1998-09-01	Gelfand et al.	A	cited by applicant
10066263	12	5994056	1999-11-01	Higuchi	A	cited by applicant
10066263	14	6127155	2000-10-01	Gelfand et al.	A	cited by applicant
10066263	15	6171785	2001-01-01	Higuchi	B1	cited by applicant
10066263	21	7141377	2006-11-01	Gelfand et al.	B2	cited by applicant
10066263	22	7348141	2008-03-01	French et al.	B2	cited by applicant
10066263	24	7410764	2008-08-01	Gocke et al.	B2	cited by applicant
10066263	25	7413708	2008-08-01	Mayrand	B2	cited by applicant
10066263	38	8455184	2013-06-01	Atchley et al.	B2	cited by applicant
10066263	41	8614061	2013-12-01	Brabetz et al.	B2	cited by applicant
10066263	42	8771955	2014-07-01	Reed et al.	B2	cited by applicant
10066263	44	8877464	2014-11-01	Babiel et al.	B2	cited by applicant
10066263	47	9222128	2015-12-01	Saxonov et al.	B2	cited by applicant
10066263	51	9458497	2016-10-01	Hassibi et al.	B2	cited by applicant
10072285	1	8476045	2013-07-01	Wang et al.	B2	cited by applicant
10072299	8	8691231	2014-04-01	Bukhalid et al.	B2	cited by applicant
10072299	14	9226964	2016-01-01	Bukhalid et al.	B2	cited by applicant
10073054	1	9297039	2016-03-01	Santiago	B2	cited by examiner
10077468	0	5866336	1999-02-01	Nazarenko et al.	A	cited by examiner
10077469	0	7531328	2009-05-01	Gerdes et al.	B2	cited by applicant
10077469	1	8304214	2012-11-01	Gerdes et al.	B2	cited by applicant
10077469	2	8323897	2012-12-01	Andersen et al.	B2	cited by applicant
10077473	3	4683195	1987-07-01	Mullis et al.	A	cited by applicant
10077473	4	4683202	1987-07-01	Mullis	A	cited by applicant
10077473	15	5210015	1993-05-01	Gelfand et al.	A	cited by applicant
10077473	18	5296351	1994-03-01	Morley	A	cited by applicant
10077473	21	5336598	1994-08-01	Kotzin et al.	A	cited by applicant
10077473	24	5418134	1995-05-01	Morley	A	cited by applicant
10077473	26	5498392	1996-03-01	Wilding et al.	A	cited by applicant
10077473	28	5587128	1996-12-01	Wilding et al.	A	cited by applicant
10077473	53	6090592	2000-07-01	Adams et al.	A	cited by applicant
10077473	55	6143496	2000-11-01	Brown et al.	A	cited by applicant
10077473	57	6174670	2001-01-01	Wittwer et al.	B1	cited by applicant
10077473	62	6300070	2001-10-01	Boles et al.	B1	cited by applicant
10077473	65	6440706	2002-08-01	Vogelstein et al.	B1	cited by applicant
10077473	69	6569627	2003-05-01	Wittwer et al.	B2	cited by applicant
10077473	74	6753147	2004-06-01	Vogelstein et al.	B2	cited by applicant
10077473	78	6858412	2005-02-01	Willis et al.	B2	cited by applicant
10077473	83	7115400	2006-10-01	Adessi et al.	B1	cited by applicant
10077473	91	7323305	2008-01-01	Leamon et al.	B2	cited by applicant
10077473	105	7691994	2010-04-01	Brewer et al.	B2	cited by applicant
10077473	106	7700323	2010-04-01	Willis et al.	B2	cited by applicant
10077473	108	7741463	2010-06-01	Gormley et al.	B2	cited by applicant
10077473	112	7842457	2010-11-01	Berka et al.	B2	cited by applicant
10077473	113	7862999	2011-01-01	Zheng et al.	B2	cited by applicant
10077473	117	7915015	2011-03-01	Vogelstein et al.	B2	cited by applicant
10077473	121	8012690	2011-09-01	Berka et al.	B2	cited by applicant
10077473	124	8048627	2011-11-01	Dressman et al.	B2	cited by applicant
10077473	130	8158359	2012-04-01	Leamon et al.	B2	cited by applicant
10077473	153	8835358	2014-09-01	Fodor	B2	cited by applicant
10077473	154	9012148	2015-04-01	Han et al.	B2	cited by applicant
10077473	164	9708657	2017-07-01	Asbury et al.	B2	cited by applicant
10081833	8	5891625	1999-04-01	Buchardt et al.	A	cited by applicant
10081833	10	5928907	1999-07-01	Woudenberg et al.	A	cited by applicant
10081833	13	6015674	2000-01-01	Woudenberg et al.	A	cited by applicant
10081833	14	6027889	2000-02-01	Barany et al.	A	cited by applicant
10081833	15	6030813	2000-02-01	Ellis et al.	A	cited by applicant
10081833	19	6174670	2001-01-01	Wittwer et al.	B1	cited by applicant
10081833	28	6548250	2003-04-01	Sorge et al.	B1	cited by applicant
10081833	30	6589743	2003-07-01	Sorge et al.	B2	cited by applicant
10081833	37	6814934	2004-11-01	Higuchi et al.	B1	cited by applicant
10081833	38	6818420	2004-11-01	Chou et al.	B2	cited by applicant
10081833	40	7160997	2007-01-01	Chou et al.	B2	cited by applicant
10081833	43	9512473	2016-12-01	Chen et al.	B2	cited by applicant
10081839	7	6001611	1999-12-01	Will	A	cited by applicant
10081839	10	6143496	2000-11-01	Brown et al.	A	cited by applicant
10081839	16	6440706	2002-12-01	Vogelstein et al.	B1	cited by applicant
10081839	29	7414118	2008-08-01	Mullah et al.	B1	cited by applicant
10081839	52	8825412	2014-09-01	Rabinowitz et al.	B2	cited by applicant
10081839	57	9677118	2017-06-01	Zimmermann et al.	B2	cited by applicant
10087439	23	4683195	1987-07-01	Mullis et al.	A	cited by applicant
10087439	24	4683202	1987-07-01	Mullis	A	cited by applicant
10087439	58	5565322	1996-10-01	Heller	A	cited by applicant
10087439	84	5849489	1998-12-01	Heller	A	cited by applicant
10087439	89	6015664	2000-01-01	Henrickson et al.	A	cited by applicant
10087439	93	6162603	2000-12-01	Heller	A	cited by applicant
10087439	150	9976136	2018-05-01	Fischer	B2	cited by examiner
10088419	1	7148043	2006-12-01	Kordunsky et al.	B2	cited by applicant
10088419	2	7749736	2010-07-01	Kordunsky et al.	B2	cited by applicant
10093971	0	7998672	2011-08-01	Roper	B2	cited by applicant
10093971	1	9816132	2017-11-01	Roche	B2	cited by examiner
10094800	0	4683195	1987-07-01	Mullis et al.	A	cited by applicant
10094800	1	4683202	1987-07-01	Mullis	A	cited by applicant
10094800	5	5079352	1992-01-01	Gelfand et al.	A	cited by applicant
10094800	7	5310652	1994-05-01	Gelfand et al.	A	cited by applicant
10094800	10	5322770	1994-06-01	Gelfand	A	cited by applicant
10094800	14	5487972	1996-01-01	Gelfand et al.	A	cited by applicant
10094800	15	5518900	1996-05-01	Nikiforov et al.	A	cited by applicant
10094800	22	5614402	1997-03-01	Dahlberg et al.	A	cited by applicant
10094800	23	5656493	1997-08-01	Mullis et al.	A	cited by applicant
10094800	25	5691142	1997-11-01	Dahlberg et al.	A	cited by applicant
10094800	34	5795763	1998-08-01	Dahlberg et al.	A	cited by applicant
10094800	35	5804375	1998-09-01	Gelfand et al.	A	cited by applicant
10094800	38	5837450	1998-11-01	Dahlberg et al.	A	cited by applicant
10094800	40	5843654	1998-12-01	Heisler et al.	A	cited by applicant
10094800	43	5888780	1999-03-01	Dahlberg et al.	A	cited by applicant
10094800	58	6127155	2000-10-01	Gelfand et al.	A	cited by applicant
10094800	67	6214979	2001-04-01	Gelfand et al.	B1	cited by applicant
10094800	96	6673616	2004-01-01	Dahlberg et al.	B1	cited by applicant
10094800	118	7087381	2006-08-01	Dahlberg et al.	B2	cited by applicant
10094800	137	7393644	2008-07-01	Lee et al.	B2	cited by applicant
10100354	0	5582989	1996-12-01	Caskey et al.	A	cited by applicant
10100354	2	5882856	1999-03-01	Shuber et al.	A	cited by applicant
10100354	3	6207372	2001-03-01	Shuber	B1	cited by applicant
10100354	6	7118867	2006-10-01	Tabiti et al.	B2	cited by applicant
10100354	10	8323897	2012-12-01	Andersen et al.	B2	cited by applicant
10100358	0	4683195	1987-07-01	Mullis et al.	A	cited by applicant
10100358	1	4683202	1987-07-01	Mullis	A	cited by applicant
10100358	4	5210015	1993-05-01	Gelfand et al.	A	cited by applicant
10100358	10	6174670	2001-01-01	Wittwer et al.	B1	cited by applicant
10100358	12	8586310	2013-11-01	Mitra et al.	B2	cited by applicant
10100358	13	8673560	2014-03-01	Leamon et al.	B2	cited by applicant
10100358	15	9464318	2016-10-01	Liu	B2	cited by applicant
10106842	0	7902345	2011-03-01	Van Den Boom et al.	B2	cited by applicant
10106844	0	4683195	1987-07-01	Mullis et al.	A	cited by applicant
10106844	1	4683202	1987-07-01	Mullis et al.	A	cited by applicant
10106844	16	5677152	1997-10-01	Birch et al.	A	cited by applicant
10106844	17	5693502	1997-12-01	Gold et al.	A	cited by applicant
10106844	19	5773258	1998-06-01	Birch et al.	A	cited by applicant
10106844	25	5914230	1999-06-01	Liu et al.	A	cited by applicant
10106844	50	8361720	2013-01-01	Oldham-Haltom et al.	B2	cited by applicant
10106844	51	9212392	2015-12-01	Allawi	B2	cited by examiner
10106845	0	4683195	1987-07-01	Mullis et al.	A	cited by applicant
10106845	1	4683202	1987-07-01	Mullis	A	cited by applicant
10106845	9	5437976	1995-08-01	Utermohlen	A	cited by applicant
10106845	13	5582989	1996-12-01	Caskey et al.	A	cited by applicant
10106845	18	5716784	1998-02-01	Di Cesare	A	cited by applicant
10106845	23	5750338	1998-05-01	Collin et al.	A	cited by applicant
10106845	27	5882856	1999-03-01	Shuber et al.	A	cited by applicant
10106845	29	5912148	1999-06-01	Eggerding	A	cited by applicant
10106845	36	6027889	2000-02-01	Barany et al.	A	cited by applicant
10106845	38	6153425	2000-11-01	Kozwich et al.	A	cited by applicant
10106845	39	6207372	2001-03-01	Shuber	B1	cited by applicant
10106845	45	6618679	2003-09-01	Loebriein et al.	B2	cited by applicant
10106845	46	7087414	2006-08-01	Gerdes et al.	B2	cited by applicant
10106845	48	7531328	2009-05-01	Gerdes et al.	B2	cited by applicant
10106845	49	8304214	2012-11-01	Gerdes et al.	B2	cited by applicant
10106845	50	8323897	2012-12-01	Andersen et al.	B2	cited by applicant
10106845	51	8815546	2014-08-01	Gerdes et al.	B2	cited by applicant
10106845	52	9206475	2015-12-01	Gerdes et al.	B2	cited by applicant
10106846	6	4683202	1987-07-01	Mullis	A	cited by applicant
10106846	15	5210015	1993-05-01	Gelfand et al.	A	cited by applicant
10106846	29	5487972	1996-01-01	Gelfand et al.	A	cited by applicant
10106846	47	5804375	1998-09-01	Gelfand et al.	A	cited by applicant
10106846	56	5994056	1999-11-01	Higuchi	A	cited by applicant
10106846	116	7307802	2007-12-01	Unger	B2	cited by applicant
10106846	120	7476363	2009-01-01	Unger et al.	B2	cited by applicant
10106846	123	7588672	2009-09-01	Unger et al.	B2	cited by applicant
10106846	124	7604965	2009-10-01	McBride et al.	B2	cited by applicant
10106846	125	7666361	2010-02-01	McBride et al.	B2	cited by applicant
10106846	129	7749737	2010-07-01	McBride et al.	B2	cited by applicant
10106846	135	7906072	2011-03-01	Unger et al.	B2	cited by applicant
10106846	136	8048378	2011-11-01	Unger et al.	B2	cited by applicant
10106846	137	8512640	2013-08-01	Unger et al.	B2	cited by applicant
10106846	138	8721968	2014-05-01	Unger et al.	B2	cited by applicant
10106846	139	8926905	2015-01-01	Unger et al.	B2	cited by applicant
10106846	140	9234237	2016-01-01	Unger et al.	B2	cited by applicant
10106846	141	9663821	2017-05-01	Unger et al.	B2	cited by applicant
10113195	6	6033881	2000-03-01	Himmler et al.	A	cited by applicant
10113195	10	6440706	2002-08-01	Vogelstein et al.	B1	cited by applicant
10113195	12	6929915	2005-08-01	Benkovic et al.	B2	cited by applicant
10113195	13	7270981	2007-09-01	Armes et al.	B2	cited by applicant
10113195	15	7399590	2008-07-01	Piepenburg	B2	cited by examiner
10113195	16	7432055	2008-10-01	Pemov et al.	B2	cited by applicant
10113195	18	7485428	2009-02-01	Armes et al.	B2	cited by applicant
10113195	20	7666598	2010-02-01	Piepenburg et al.	B2	cited by applicant
10113195	21	7723031	2010-05-01	Benkovic et al.	B2	cited by applicant
10113195	22	7763427	2010-07-01	Piepenburg et al.	B2	cited by applicant
10113195	24	7824889	2010-11-01	Vogelstein et al.	B2	cited by applicant
10113195	25	7906279	2011-03-01	Benkovic et al.	B2	cited by applicant
10113195	26	7915015	2011-03-01	Vogelstein et al.	B2	cited by applicant
10113195	27	7985565	2011-07-01	Mayer et al.	B2	cited by applicant
10113195	28	8017339	2011-09-01	Piepenburg et al.	B2	cited by applicant
