patent_id,citation_patent_id,fwd_cit_bwd
4891197,4310440,0
4891315,4237224,0
4891316,4237224,0
4891321,4599315,0
4891521,4472728,0
4891781,4405829,0
4893188,4437122,0
4893623,4733665,0
4894213,4310440,0
4894794,4437122,0
4894847,4438511,0
4895724,4164560,0
4896226,4131919,0
4896664,3953566,0
4897471,4237224,0
4898604,4606960,0
4898660,4310440,0
4898722,4310440,0
4898734,4164560,0
4900811,4237224,0
4901119,4131919,0
4901230,4128880,0
4901234,4528626,0
4901341,4371752,0
4901342,4063220,0
4901718,4053845,0
4901718,4704583,0
4901718,4784135,0
4902123,4641349,0
4902423,3953566,0
4902506,4459286,0
4902624,4683195,0
4902710,4314081,0
4903493,3986969,0
4904646,3983140,0
4904650,4235893,0
4905003,4371752,0
4906657,3983140,0
4906798,4827064,0
4906799,4827073,0
4906812,4676586,0
4906870,4870302,0
4906905,3994711,0
4907152,4437122,0
4907272,4799258,0
4907274,4799258,0
4907336,4733665,0
4907586,4704583,0
4907586,4784135,0
4909510,3999756,0
4909771,4174717,0
4910606,4131919,0
4910655,4063220,0
4910667,4128880,0
4910732,4063220,0
4910774,4405829,0
4910775,4799258,0
4912272,4827064,0
4912348,4870302,0
4912627,4063220,0
4913795,4310440,0
4913796,4310440,0
4913798,4310440,0
4913799,4310440,0
4913888,4310440,0
4914254,4827064,0
4914254,4827073,0
4914301,4472728,0
4915757,4575330,0
4916017,3953566,0
4916233,3950333,0
4917516,4464652,0
4917685,4164560,0
4917876,4310440,0
4918597,4528626,0
4918598,4063220,0
4918722,4371752,0
4919545,4799258,0
4919664,4418691,0
4920337,4464652,0
4920486,4063220,0
4920994,4676586,0
4921794,4683195,0
4922050,4310440,0
4922450,4371752,0
4923077,3986969,0
4923770,4623597,0
4923805,4468464,0
4923901,4415732,0
4925523,4784135,0
4925677,4418691,0
4925784,4237224,0
4925929,4399126,0
4926004,4827064,0
4926004,4827073,0
4926317,4128880,0
4927226,4676586,0
4927726,4539507,0
4927992,4575330,0
4928184,4131919,0
4929576,4310440,0
4929941,4063220,0
4930069,4528626,0
4930159,4799258,0
4930782,3999756,0
4931373,4237224,0
4931783,4464652,0
4931865,4641349,0
4931886,4295173,0
4931989,3959774,0
4932054,4799258,0
4932056,4799258,0
4932078,3953566,0
4933068,4310440,0
4933431,4757128,0
4933639,4115730,0
4935216,4310440,0
4935728,4464652,0
4935956,4371752,0
4935962,4405829,0
4937420,4575330,0
4937453,4472728,0
4938816,4575330,0
4938937,4310440,0
4939510,4063220,0
4939668,4135240,0
4940411,4784135,0
4940570,4310440,0
4941803,3952971,0
4942001,4575330,0
4942060,4575330,0
4942066,4575330,0
4942130,4683195,0
4943383,4827064,0
4943383,4827073,0
4943928,4575330,0
4944007,4405829,0
4944009,4405829,0
4944567,4676586,0
4944817,4575330,0
4945032,4575330,0
4945479,4128880,0
4945550,4063220,0
4946491,3994711,0
4946736,3953566,0
4946778,4816397,0
4946778,4816567,0
4946786,4683195,0
4947039,3970359,0
4947840,4418691,0
4949079,4464652,0
4949154,4115914,0
4949247,4128880,0
4949250,4128880,0
4949386,3953566,0
4950227,4733665,0
4950745,4415732,0
4950950,4356429,0
4950950,4539507,0
4951142,4063220,0
4952383,4310440,0
4952384,4310440,0
4952406,4164560,0
4952465,4623597,0
4952508,4237224,0
4954278,3986969,0
4954982,4135240,0
4955047,4371752,0
4956164,4310440,0
4956165,4310440,0
4956388,4314081,0
4957466,4174717,0
4957669,3953566,0
4957858,4683195,0
4957940,3983140,0
4957971,3983140,0
4958153,4063220,0
4959217,4391797,0
4959861,4799258,0
4960704,4468464,0
4960745,4310440,0
4960797,4314081,0
4961154,4575330,0
4961985,3953566,0
4962249,4827073,0
4963142,4744360,0
4963520,4310440,0
4963788,4356429,0
4963906,4017168,0
4964164,4405829,0
4965188,4683195,0
4965188,4889818,0
4966840,4237224,0
4966842,4237224,0
4967029,4827064,0
4967029,4827073,0
4967032,4827064,0
4967032,4827073,0
4967211,4437122,0
4967408,4371752,0
4968367,4606960,0
4968619,4237224,0
4969190,4405829,0
4969522,4827064,0
4969522,4827073,0
4971998,4314081,0
4972006,4575330,0
4972846,3953566,0
4973460,4310440,0
4973609,3953566,0
4973679,4415732,0
4973709,4310440,0
4973785,4310440,0
4974146,4128880,0
4975369,4816567,0
4975785,4437122,0
4975832,4528626,0
4975903,4063220,0
4975904,4063220,0
4975905,4063220,0
4975907,4063220,0
4976387,4017168,0
4976846,4310440,0
4977078,4599315,0
4977602,4437122,0
4978745,4816567,0
4980461,4468464,0
4980817,4128880,0
4981659,3953566,0
4983237,4010470,0
4983511,4683195,0
4984572,4202340,0
4984885,4676586,0
4985156,4827064,0
4985156,4827073,0
4985253,4164560,0
4985253,4391797,0
4985296,3953566,0
4985827,4128880,0
4985848,3959774,0
4985848,4128880,0
4986187,4131919,0
4987044,4575330,0
4987529,4528626,0
4988512,4164560,0
4988512,4391797,0
4988990,4063220,0
4989113,4528626,0
4990336,4164560,0
4990336,4391797,0
4990336,4757128,0
4990709,4827064,0
4990709,4827073,0
4990711,4827064,0
4990711,4827073,0
4991210,4405829,0
4992160,4310440,0
4992183,4827064,0
4992183,4827073,0
4992250,4310440,0
4992883,4131919,0
4993665,4474245,0
4994071,4733665,0
4994372,4683195,0
4994926,4371752,0
4994999,4115914,0
4996010,4575330,0
4996235,4314081,0
4996384,4827064,0
4996384,4827073,0
4996711,4405829,0
4997250,4676586,0
4997848,3983140,0
4997849,3983140,0
4997904,4757128,0
4998272,4371752,0
4998819,4641349,0
4999143,4575330,0
4999417,4757128,0
5001148,3983140,0
5001215,4757128,0
5001255,3983140,0
5001752,4799258,0
5002061,4469099,0
5002854,4575330,0
5002855,4575330,0
5002889,4599315,0
5002940,4235893,0
5003097,4415732,0
5003463,4528626,0
5003576,4371752,0
5005200,4405829,0
5005200,4799258,0
5006187,3953566,0
5006364,4575330,0
5006836,4464652,0
5006937,4437122,0
5007926,4733665,0
5007934,4418691,0
5008116,4418691,0
5008182,4683195,0
5008812,4128880,0
5008926,4371752,0
5009585,4575330,0
5010010,4237224,0
5010010,4468464,0
5010418,4131919,0
5010419,4131919,0
5011635,4575330,0
5012020,4827064,0
5012020,4827073,0
5012510,4063220,0
5013120,4676586,0
5013337,4310440,0
5013535,4310440,0
5013830,4415732,0
5014196,4128880,0
5014207,4575330,0
5014363,3953566,0
5014701,4202340,0
5015424,4575330,0
5015733,4415732,0
5015795,4827064,0
5015795,4827073,0
5016107,4131919,0
5016173,4641349,0
5017317,4575330,0
5017342,4599315,0
5017753,4575330,0
5017860,4300182,0
5019090,4733665,0
5019510,4708818,0
5019809,4464652,0
5019969,4128880,0
5019992,4135240,0
5020018,4838644,0
5020054,4063220,0
5020105,4405829,0
5020111,4838644,0
5020995,4784135,0
5021351,4010078,0
5021426,4314081,0
5022096,3953566,0
5023174,4468464,0
5023269,4314081,0
5024671,3953566,0
5024837,4237224,0
5025017,3983140,0
5026146,4575330,0
5026377,4733665,0
5026591,3953566,0
5026837,4468464,0
5026838,4415732,0
5026873,4105776,0
5026948,4827064,0
5026948,4827073,0
5026979,4676586,0
5027109,4464652,0
5027315,4870302,0
5028395,4391797,0
5028430,4391797,0
5029292,4464652,0
5030648,4105776,0
5030791,4827064,0
5031120,4575330,0
5031483,4575330,0
5032368,4310440,0
5032445,3953566,0
5032987,4063220,0
5035494,4599315,0
5035870,4310440,0
5036453,4128880,0
5036868,4733665,0
5037378,4418691,0
5038274,4063220,0
5039660,4164560,0
5039796,4415732,0
5040141,4371752,0
5040717,3953566,0
5041108,4784135,0
5041126,4733665,0
5041266,4599315,0
5043722,4063220,0
5043867,4128880,0
5043879,3959774,0
5044717,4784135,0
5045293,4310440,0
5045449,4683195,0
5045669,4676586,0
5046041,4063220,0
5047505,4468464,0
5047687,4356429,0
5047687,4539507,0
5047875,4131919,0
5048074,4371752,0
5048536,4469099,0
5049366,4310440,0
5049490,4683195,0
5050070,4128880,0
5051246,4310440,0
5051334,4575330,0
5053033,4784135,0
5053090,4575330,0
5053488,4468464,0
5053569,4827064,0
5053758,4464652,0
5053883,4063220,0
5054034,4438511,0
5054485,4202340,0
5054877,4676586,0
5055296,4708818,0
5055391,4708818,0
5055393,4683195,0
5055626,4827064,0
5055626,4827073,0
5057235,4827064,0
5057235,4827073,0
5057296,4310440,0
5057410,4683195,0
5057598,4237224,0
5058108,4063220,0
5058152,4371752,0
5058163,4405829,0
5058599,4202340,0
5058988,4575330,0
5059021,4575330,0
5059211,4733665,0
5059359,4575330,0
5059861,4356429,0
5059861,4539507,0
5059862,4356429,0
5059862,4539507,0
5059863,4356429,0
5059863,4539507,0
5061561,3953566,0
5061569,4356429,0
5061569,4539507,0
5061710,4105776,0
5062010,4131919,0
5063522,4371752,0
5064262,3970359,0
5064435,4733665,0
5064757,4237224,0
5064992,4676586,0
5065317,4371752,0
5065429,4799258,0
5066285,3953566,0
5066584,4683195,0
5066584,4889818,0
5066584,4965188,0
5067029,4131919,0
5067155,4799258,0
5068048,4827064,0
5068048,4827073,0
5068476,4827064,0
5068476,4827073,0
5068485,4310440,0
5068671,4010470,0
5068823,4870302,0
5071337,4575330,0
5071337,4575330,0
5071407,4733665,0
5071422,4784135,0
5071503,4575330,0
5071609,3953566,0
5071651,4459286,0
5071974,4415732,0
5071993,4539507,0
5072067,4827073,0
5073446,4356429,0
5073446,4539507,0
5073490,4736866,0
5073770,4464652,0
5073900,4901307,0
5073934,4405829,0
5074437,4591071,0
5075211,4708818,0
5075212,4683195,0
5075229,4736866,0
5075302,4105776,0
5076869,4575330,0
5076974,4575330,0
5077198,4708818,0
5077392,4816567,0
5077400,4468464,0
5077795,4799258,0
5079165,4237224,0
5079169,4893886,0
5079351,4683195,0
5079352,4683195,0
5079352,4889818,0
5082767,4468464,0
5082785,4468464,0
5084159,4310440,0
5084566,4468464,0
5085213,4202340,0
5085642,4031893,0
5085983,4683195,0
5086275,4115730,0
5086498,4128880,0
5087782,4827064,0
5087782,4827073,0
5088047,4575330,0
5089006,4733665,0
5089184,4575330,0
5089185,4575330,0
5089406,4237224,0
5090908,4784135,0
5091073,4310440,0
5091302,4683195,0
5091302,4683195,0
5091310,4683195,0
5091378,3983140,0
5091513,4816397,0
5091513,4816567,0
5092184,4599315,0
5092843,4031893,0
5092863,4784135,0
5092877,4733665,0
5092996,4925572,0
5093179,3953566,0
5093619,4115730,0
5093698,4539507,0
5094895,3953566,0
5094935,4575330,0
5095165,4827064,0
5095165,4827073,0
5096530,4575330,0
5097020,4459286,0
5097085,4827064,0
5097830,4202340,0
5098625,3953566,0
5098684,4310440,0
5098847,4599315,0
5099128,4472728,0
5099417,4528626,0
5099509,4371752,0
5100357,4206892,0
5100429,4733665,0
5100564,4925572,0
5100627,4893886,0
5100668,4164560,0
5100784,4468464,0
5101338,4128880,0
5102393,4031893,0
5102417,4733665,0
5102582,4310440,0
5102642,4310440,0
5102893,3983140,0
5102996,4468464,0
5104592,4575330,0
5104749,4356429,0
5104749,4539507,0
5104792,4683195,0
5105037,4827064,0
5105038,4827064,0
5105038,4827073,0
5105051,4827064,0
5105051,4827073,0
5105062,4676586,0
5106183,4641349,0
5106288,4575330,0
5106736,4105776,0
5106748,4468464,0
5107052,4310440,0
5108416,4733665,0
5108417,4733665,0
5108428,4418691,0
5108438,4418691,0
5108725,4310440,0
5108851,4623597,0
5108892,4889818,0
5108922,4468464,0
5109348,3959774,0
5109348,4128880,0
5109499,4128880,0
5109589,4575330,0
5110126,3999756,0
5110695,4623597,0
5110998,3953566,0
5112328,4744360,0
5112664,3953566,0
5112734,4683195,0
5113030,4827064,0
5113030,4827073,0
5113430,4371752,0
5113521,4128880,0
5114406,4031893,0
5114719,4391797,0
5114976,4314081,0
5116227,4784135,0
5116365,4733665,0
5116374,4418691,0
5116523,4827064,0
5116523,4827073,0
5118293,4784135,0
5118800,4415732,0
5118802,4415732,0
5119214,4838644,0
5120476,4575330,0
5120860,4310440,0
5120899,4827064,0
5120899,4827073,0
5121029,4539507,0
5121329,4575330,0
5122060,4784135,0
5122154,4733665,0
5122345,4683195,0
5122345,4889818,0
5122357,4310440,0
5122441,4575330,0
5122711,4356429,0
5122785,4464652,0
5122794,4063220,0
5123734,4575330,0
5123845,4784135,0
5123902,4744360,0
5124117,4405829,0
5124247,4683195,0
5124538,4053845,0
5124990,4063220,0
5125558,4676586,0
5126120,4310440,0
5126147,4164560,0
5126147,4757128,0
5126239,4683195,0
5126270,4468464,0
5126308,4310440,0
5126433,4816567,0
5127037,4575330,0
5127093,4128880,0
5128025,4310440,0
5128235,4575330,0
5128587,4356429,0
5128698,4437122,0
5128982,4371752,0
5129060,3959774,0
5129060,4128880,0
5130064,4575330,0
5130238,4683195,0
5130435,4310440,0
5130603,4539507,0
5132143,4575330,0
5132215,4683195,0
5132477,4827064,0
5132477,4827073,0
5132766,4969028,0
5133732,4733665,0
5133940,4683195,0
5133987,4575330,0
5134063,4683195,0
5134228,4415732,0
5134495,4437122,0
5134569,4575330,0
5135379,4575330,0
5135536,4733665,0
5135642,4310440,0
5135695,4575330,0
5135864,4708818,0
5135947,4314081,0
5136078,4314081,0
5136079,4314081,0
5136118,4827064,0
5136118,4827073,0
5136612,4901307,0
5136643,4799258,0
5136644,4799258,0
5136647,4405829,0
5136648,4371752,0
5137662,4575330,0
5137669,4164560,0
5137721,4237224,0
5137806,4683195,0
5138459,4131919,0
5139936,4468464,0
5139940,4683195,0
5139989,4310440,0
5140105,4708818,0
5140105,4816567,0
5140128,4676586,0
5140350,4437122,0
5140634,4799258,0
5140676,4464652,0
5141671,4539507,0
5141728,4310440,0
5141729,4310440,0
5142033,4683195,0
5142118,4676586,0
5142425,4295173,0
5142578,4405829,0
5142638,4128880,0
5143663,4575330,0
5143679,3953566,0
5143817,4575330,0
5143879,4310440,0
5144393,4115914,0
5145870,4314081,0
5146021,4827064,0
5146021,4827073,0
5146023,4827064,0
5146500,4405829,0
5146565,4135240,0
5146591,4901221,0
5146592,3959774,0
5146592,4128880,0
5146599,4128880,0
5146610,4901307,0
5147370,4733665,0
5147525,4310440,0
5147587,4575330,0
5147626,4310440,0
5147627,4310440,0
5148155,4901221,0
5148496,4838644,0
5149383,4623597,0
5149714,4314081,0
5150006,4539507,0
5150819,4591071,0
5150897,3999756,0
5151629,4539507,0
5151813,4575330,0
5151866,4300182,0
5151919,4901307,0
5151920,5103459,0
5151995,4128880,0
5152905,4925572,0
5152972,4310440,0
5153766,3970359,0
5155027,4816397,0
5155836,4901221,0
5156620,4733665,0
5156697,4575330,0
5156793,3953566,0
5156828,4310440,0
5156949,4708818,0
5157177,4827064,0
5157177,4827073,0
5157686,4901307,0
5157716,4063220,0
5158545,4733665,0
5158548,4733665,0
5158574,4418691,0
5158680,3953566,0
5158777,4105776,0
5158858,4575330,0
5159322,4464652,0
5159402,4676586,0
5159608,4901307,0
5159608,5103459,0
5159686,4128880,0
5160493,4310440,0
5161168,4901307,0
5161527,4202340,0
5161547,4733665,0
5162149,3953566,0
5162206,4237224,0
5162705,5071161,0
5162791,4063220,0
5162940,4053845,0
5163085,4371752,0
5163096,4405829,0
5163429,4202340,0
5163933,4784135,0
5163958,4733665,0
5164128,4575330,0
5164491,4415732,0
5164988,4405829,0
5164992,4838644,0
5166330,4415732,0
5166361,4105776,0
5166437,4314081,0
5166678,4063220,0
5166951,4901307,0
5166952,4901307,0
5166977,4371752,0
5167632,4031893,0
5167882,4575330,0
5167890,3953566,0
5167897,3953566,0
5167929,4599315,0
5167942,4310440,0
5168084,4310440,0
5168228,4115730,0
5168441,4901221,0
5168573,4128880,0
5169550,4827064,0
5169614,4310440,0
5169752,4708818,0
5169752,4816567,0
5169753,4708818,0
5169762,4237224,0
5169766,4683195,0
5169864,4024271,0
5169939,4816397,0
5169939,4816567,0
5170283,5061049,0
5170303,4295173,0
5170370,4128880,0
5170890,4893886,0
5171262,4733665,0
5171490,4575330,0
5171666,4816567,0
5171812,4757128,0
5171860,3950333,0
5171904,4827064,0
5171909,4827064,0
5171915,4827064,0
5171915,4827073,0
5172014,4870302,0
5173300,3953566,0
5173400,4708818,0
5173487,3983140,0
5173506,4105776,0
5173562,4893886,0
5173826,4295173,0
5173939,4799258,0
5174843,4575330,0
5174888,4310440,0
5174931,4575330,0
5174976,4310440,0
5174986,4736866,0
5174993,4736866,0
5175077,4575330,0
5175235,4757128,0
5175383,4736866,0
5175730,4063220,0
5176692,4733665,0
5176995,4683195,0
5177276,4827064,0
5177443,4115730,0
5178408,5071161,0
5178618,4733665,0
5178630,3953566,0
5179003,4816397,0
5179189,4757128,0
5179219,4310440,0
5179610,4676586,0
5179627,4371752,0
5179945,4202340,0
5180304,4784135,0
5180589,3983140,0
5180660,4708818,0
5180660,4816567,0
5180864,4827064,0
5180866,4827064,0
5180869,4827064,0
5181522,4469099,0
5182055,4575330,0
5182056,4575330,0
5182082,4599315,0
5182170,4575330,0
5182377,4683195,0
5182715,4575330,0
5183040,4202340,0
5183540,3986969,0
5184307,4575330,0
5184347,4901307,0
5184615,4202340,0
5184755,4591071,0
5185306,4310440,0
5185573,4115730,0
5185762,4901307,0
5185762,5103459,0
5187261,4468464,0
5187393,4870302,0
5187468,4464652,0
5187675,4901307,0
5187675,5103459,0
5187709,4063220,0
5187790,4135240,0
5187796,4128880,0
5188651,3994711,0
5189180,3983140,0
5189182,4310440,0
5189512,4017168,0
5189700,4405829,0
5190058,4733665,0
5190806,3953566,0
5191130,4827064,0
5191141,4310440,0
5191435,4131919,0
5191657,4528626,0
5192279,4784135,0
5192297,4733665,0
5192469,4575330,0
5192674,4889818,0
5193008,4437122,0
5193102,5103459,0
5193847,5071161,0
5194005,4784135,0
5195090,4901307,0
5195091,4901307,0
5195140,4034197,0
5195774,5071161,0
5195984,4733665,0
5196004,4784135,0
5196305,4683195,0
5196305,4889818,0
5196320,4816567,0
5196633,4310440,0
5196957,3970359,0
5197978,4733665,0
5198203,4310440,0
5198369,4893886,0
5198540,4415732,0
5198705,4870302,0
5199062,4371752,0
5200314,4683195,0
5200639,4472728,0
5200668,4539507,0
5200863,4131919,0
5200999,4405829,0
5201000,4405829,0
5201058,4128880,0
5201757,4733665,0
5202040,4827064,0
5202319,4314081,0
5202443,4105776,0
5202785,5061049,0
5202970,4128880,0
5202975,4128880,0
5203780,4744360,0
5203888,4310440,0
5204055,4575330,0
5204098,4459286,0
5204124,4575330,0
5204156,3953566,0
5204455,4415732,0
5204670,4371752,0
5204769,3970359,0
5204874,4901307,0
5204874,5103459,0
5204876,4901307,0
5204901,4405829,0
5206023,4418691,0
5206931,4970663,0
5206949,4464652,0
5206952,4128880,0
5207576,4784135,0
5207673,4784135,0
5208313,3953566,0
5208403,4827064,0
5208403,4827073,0
5208491,4870302,0
5208829,4901307,0
5209251,3953566,0
5209511,5071161,0
5209967,3953566,0
5210015,4683195,0
5210015,4889818,0
5210036,4889818,0
5210347,4827064,0
5210377,3953566,0
5210432,4969028,0
5210571,4799258,0
5210709,4213187,0
5210710,4405829,0
5210795,4405829,0
5210795,4799258,0
5210861,4063220,0
5211084,4053845,0
5211658,4733665,0
5211805,4784135,0
5212555,5061049,0
5212582,5061049,0
5212652,4870302,0
5213580,4733665,0
5214658,4053845,0
5214658,4704583,0
5215098,4202340,0
5215899,4683195,0
5215904,4736866,0
5215917,4683195,0
5216141,4415732,0
5216616,4575330,0
5216692,4901307,0
5216692,5103459,0
5217021,4202340,0
5217483,4733665,0
5217627,4925572,0
5217653,4575330,0
5217895,4708818,0
5217895,4816567,0
5218099,4683195,0
5218103,4415732,0
5218619,4901307,0
5218637,4405829,0
5219165,3999756,0
5219355,4733665,0
5219528,4599315,0
5219727,4683195,0
5219727,4889818,0
5219739,4683195,0
5219886,4105776,0
5219894,3953566,0
5220004,4683195,0
5220004,4965188,0
5220604,4405829,0
5221261,4733665,0
5221410,4599315,0
5221616,4399126,0
5221619,4237224,0
5221778,4736866,0
5221865,4870302,0
5222313,3953566,0
5222971,4733665,0
5222978,4418691,0
5223414,4683195,0
5223540,4314081,0
5223844,5103459,0
5223971,5061049,0
5224067,4135240,0
5224120,4901307,0
5224122,4901307,0
5224122,5103459,0
5224163,4405829,0
5224953,4733665,0
5225324,4683195,0
5225546,4683195,0
5225546,4736866,0
5225585,4314081,0
5226081,4438511,0
5226671,5071161,0
5226889,4733665,0
5226913,4733665,0
5227289,4683195,0
5228053,4901307,0
5228054,5103459,0
5228056,4901307,0
5228056,5103459,0
5229012,4925572,0
5229163,4599315,0
5229297,4683195,0
5229345,5102853,0
5229713,4300182,0
5230040,4901221,0
5230789,4310440,0
5231329,4539507,0
5231519,4437122,0
5231521,5132826,0
5231580,4641349,0
5231646,4901307,0
5231668,4405829,0
5231693,5046022,0
5232580,4310440,0
5232683,4310440,0
5232829,4683195,0
5233116,4827064,0
5233626,4901307,0
5234456,4733665,0
5234457,4733665,0
5234525,3953566,0
5234636,4575330,0
5234739,3953566,0
5234829,4468464,0
5235614,4901307,0
5235615,4901307,0
5235615,5103459,0
5236326,4575330,0
5236812,4575330,0
5237073,4105776,0
5237218,4870302,0
5237586,4901307,0
5237586,5103459,0
5237646,4437122,0
5238639,4575330,0
5238732,3953566,0
5238959,4314081,0
5239036,3953566,0
5239037,3953566,0
5239584,4405829,0
5239648,4135240,0
5239668,4901307,0
5240008,4469099,0
5240963,4757128,0
5241563,5103459,0
5241655,4901221,0
5242399,4733665,0
5242656,4623597,0
5242798,4237224,0
5242807,4683195,0
5242818,4889818,0
5242823,4415732,0
5243114,4827064,0
5243370,4017168,0
5243455,5132826,0
5243592,5086428,0
5244656,4736866,0
5244788,4599315,0
5245629,4901307,0
5245682,4676586,0
5246104,4418691,0
5246435,4053845,0
5246435,4704583,0
5246435,4784135,0
5246436,4744360,0
5246691,4816397,0
5247190,4539507,0
5247226,4539507,0
5247383,3970359,0
5247702,5103459,0
5247934,5081992,0
5248456,4575330,0
5249065,4131919,0
5249219,4371752,0
5250571,4314081,0
5250572,4314081,0
5251203,4063220,0
5251626,4202340,0
5252222,4925572,0
5252626,3953566,0
5252760,4415732,0
5252922,4115730,0
5252968,4464652,0
5252970,4464652,0
5253268,4901307,0
5253832,4017168,0
5254087,4469099,0
5254274,4827064,0
5254274,4827073,0
5254339,4459286,0
5254886,4870302,0
5255096,5046022,0
5255186,4202340,0
5255363,4901221,0
5256340,4575330,0
5257283,4901307,0
5257349,4901221,0
5257781,3999756,0
5257935,4784135,0
5258043,4418691,0
5258126,4925572,0
5258127,4925572,0
5258146,4575330,0
5258668,4870302,0
5258878,4131919,0
5258995,5103459,0
5259948,4310440,0
5260009,4575330,0
5260199,4683195,0
5260208,4816397,0
5260249,5102853,0
5260429,4683195,0
5260610,4870302,0
5260611,4870302,0
5260697,4901221,0
5260837,4131919,0
5260986,4371752,0
5261043,4901221,0
5261057,4528626,0
5261113,4128880,0
5261404,5081992,0
5262096,3953566,0
5262128,4599315,0
5262234,3953566,0
5262311,4683195,0
5262436,4105776,0
5262529,4683195,0
5262529,4736866,0
5262530,4415732,0
5262761,4464652,0
5263045,4901307,0
5263984,4418691,0
5264455,3983140,0
5264540,4757128,0
5264642,4827064,0
5264642,4827073,0
5264644,4310440,0
5264722,4606960,0
5265119,4901307,0
5265164,4405829,0
5266209,4925572,0
5266219,4925572,0
5267013,4575330,0
5267187,4870302,0
5267262,4901307,0
5267305,4371752,0
5267856,4784135,0
5268212,3953566,0
5268265,4708818,0
5268267,4683195,0
5268268,4683195,0
5268268,4965188,0
5268289,4889818,0
5268299,4708818,0
5268933,5103459,0
5269781,4744360,0
5269810,3953566,0
5270179,4889818,0
5270184,4683195,0
5270273,4827064,0
5270273,4827073,0
5270300,4418691,0
5270419,4757128,0
5270809,4063220,0
5273049,4202340,0
5273689,3953566,0
5273691,4575330,0
5273881,4683195,0
5273883,4683195,0
5273883,4965188,0
5273900,4418691,0
5273921,4115914,0
5274457,4131919,0
5274581,4870302,0
5274665,4901307,0
5275622,4733665,0
5275951,4599315,0
5276227,4827064,0
5276227,4827073,0
5276229,4827073,0
5276703,4901307,0
5276704,4901307,0
5277954,3953566,0
5278302,4415732,0
5278826,4438511,0
5278892,4901307,0
5278934,4901221,0
5280277,5061049,0
5280472,4901307,0
5280472,5103459,0
5280480,5086428,0
5280527,4405829,0
5280595,4128880,0
5281475,3953566,0
5281489,4356429,0
5281489,4539507,0
5281519,4683195,0
5281624,4314081,0
5281958,4464652,0
5282164,4870302,0
5282785,4733665,0
5282823,4733665,0
5282846,3953566,0
5282848,3953566,0
5282859,4418691,0
5283112,3953566,0
5283175,4683195,0
5283175,4965188,0
5283263,4314081,0
5283557,4437122,0
5283864,4901221,0
5284664,4708818,0
5284695,4575330,0
5284940,4683195,0
5285469,4901307,0
5285472,5103459,0
5285496,5103459,0
5286254,4733665,0
5286324,3953566,0
5286746,3983140,0
5286924,3953566,0
5287356,5086428,0
5287435,4575330,0
5288266,3953566,0
5288552,3953566,0
5289273,5046022,0
5289542,4405829,0
5289553,4676586,0
5289564,4437122,0
5291046,4115914,0
5291302,4371752,0
5291516,4901307,0
5291560,4641349,0
5291570,4676586,0
5291587,4901221,0
5292348,4202340,0
5292701,4310440,0
5293254,4437122,0
5293360,4295173,0
5293397,4590598,0
5293476,4901221,0
5293478,4901221,0
5294148,5071161,0
5294323,5171534,0
5294433,3950333,0
5294534,4683195,0
5294846,4870302,0
5294869,4356429,0
5294869,4539507,0
5295017,4893886,0
5295090,4870302,0
5295152,4901307,0
5295152,5103459,0
5295153,4901307,0
5295153,5103459,0
5295159,5181198,0
5295252,4128880,0
5296062,4575330,0
5296208,4310440,0
5296510,3953566,0
5296759,4870302,0
5297143,4063220,0
5297161,4901307,0
5297161,5103459,0
5297162,4901307,0
5298165,4925572,0
5298392,4683195,0
5298396,4683195,0
5298805,4870302,0
5299226,4901307,0
5299226,5103459,0
5299263,4799258,0
5300277,4310440,0
5300291,4391797,0
5300632,4459286,0
5302168,4733665,0
5302299,4925572,0
5302362,4310440,0
5302397,4391797,0
5303141,4575330,0
5303388,4901221,0
5304117,4733665,0
5304200,4733665,0
5304571,3950333,0
5304571,4024271,0
5305308,4901307,0
5306286,4733665,0
5306294,4733665,0
5306311,4418691,0
5306447,4575330,0
5306572,4356429,0
5306572,4539507,0
5306579,4623597,0
5306661,4606960,0
5306869,3953566,0
5307086,4464652,0
5307341,5103459,0
5308584,4599315,0
5308664,3953566,0
5308689,3953566,0
5308751,4889818,0
5308835,4237224,0
5309474,5103459,0
5309556,4901221,0
5310344,4784135,0
5310652,4683195,0
5310652,4889818,0
5310893,4683195,0
5310893,4889818,0
5311080,4870302,0
5311176,4901307,0
5311176,5103459,0
5311512,4063220,0
5311872,4469099,0
5312431,4469099,0
5312443,4202340,0
5312513,5061049,0
5312642,4418691,0
5313119,4870302,0
5313459,4371752,0
5313521,4405829,0
5313574,4901221,0
5313575,4901221,0
5314444,4733665,0
5314472,4733665,0
5314809,4683195,0
5314809,4889818,0
5314809,4965188,0
5314811,4459286,0
5315053,4827064,0
5315583,4438511,0
5315657,4405829,0
5315658,4405829,0
5316082,4889818,0
5316580,4575330,0
5316723,4623597,0
5316775,4708818,0
5316908,4415732,0
5316925,4468464,0
5317079,4757128,0
5317169,4356429,0
5317169,4539507,0
5317209,4870302,0
5317455,4131919,0
5317627,4371752,0
5317628,4371752,0
5317686,4901221,0
5318249,3952971,0
5318679,4704583,0
5319261,4870302,0
5319634,4901307,0
5319641,4063220,0
5319673,4901307,0
5319780,4135240,0
5320383,5071161,0
5320825,4314081,0
5320953,4468464,0
5321113,4757128,0
5321190,4827064,0
5321190,4827073,0
5321322,4870302,0
5321456,4017168,0
5321704,4870302,0
5321841,4135240,0
5322770,4889818,0
5322775,4736866,0
